age,workclass,education,marital-status,race,sex,hours-per-week,native-country,class
18,Private, HS-grad, Never-married, White,Male,30,United-States,<=50K
52,Private, 12th, Married-civ-spouse, White,Male,40,United-States,<=50K
31,Private, Some-college, Married-civ-spouse, White,Male,40,Mexico,<=50K
45,Private, Bachelors, Married-civ-spouse, White,Male,53,United-States,>50K
38,Private, Some-college, Married-civ-spouse, White,Male,38,United-States,<=50K
21,Private, Assoc-acdm, Never-married, White,Female,35,United-States,<=50K
33,Private, HS-grad, Separated, White,Male,40,United-States,<=50K
39,Private, Some-college, Divorced, White,Male,40,United-States,<=50K
31,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
43,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
64,Others, Bachelors, Married-civ-spouse, White,Male,10,United-States,<=50K
33,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,45,United-States,>50K
49,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
41,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
55,Self-emp-not-inc, Some-college, Divorced, White,Male,40,United-States,<=50K
52,Private, Some-college, Divorced, Black,Female,37,United-States,<=50K
42,Private, Bachelors, Divorced, Black,Male,40,United-States,<=50K
24,Private, Some-college, Never-married, White,Female,30,United-States,<=50K
42,Private, HS-grad, Married-spouse-absent, White,Male,52,United-States,<=50K
41,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
35,Private, HS-grad, Married-civ-spouse, White,Male,40,Mexico,<=50K
71,Others, 5th-6th, Married-civ-spouse, White,Male,10,United-States,<=50K
54,Federal-gov, Masters, Divorced, White,Male,42,United-States,>50K
24,Private, 5th-6th, Never-married, White,Male,40,Mexico,<=50K
59,Others, HS-grad, Widowed, Black,Female,40,United-States,<=50K
30,Others, 11th, Never-married, Black,Female,40,United-States,<=50K
57,Federal-gov, Bachelors, Married-civ-spouse, White,Female,40,United-States,>50K
58,State-gov, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
32,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
22,Private, HS-grad, Never-married, White,Female,25,United-States,<=50K
20,Private, HS-grad, Divorced, White,Female,25,United-States,<=50K
60,Others, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
51,Private, HS-grad, Divorced, Black,Female,40,Others,<=50K
26,Local-gov, HS-grad, Never-married, Black,Female,20,England,<=50K
33,Private, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
19,Private, 10th, Never-married, White,Female,40,United-States,<=50K
50,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Female,20,United-States,>50K
32,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
51,Local-gov, Bachelors, Married-civ-spouse, Black,Male,40,United-States,>50K
18,Private, Some-college, Never-married, Asian-Pac-Islander,Female,20,United-States,<=50K
35,Federal-gov, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
22,Others, Some-college, Divorced, White,Male,25,United-States,<=50K
46,Private, HS-grad, Divorced, White,Male,55,United-States,<=50K
37,Private, HS-grad, Divorced, White,Male,45,United-States,<=50K
45,Private, Some-college, Married-civ-spouse, White,Female,20,United-States,>50K
63,Private, 9th, Married-civ-spouse, White,Male,32,United-States,<=50K
53,Private, HS-grad, Never-married, Asian-Pac-Islander,Male,10,Philippines,<=50K
24,Private, HS-grad, Never-married, Black,Female,40,United-States,<=50K
65,Others, 11th, Married-civ-spouse, White,Male,29,United-States,<=50K
43,Private, Assoc-acdm, Never-married, White,Female,32,Others,>50K
47,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
27,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
35,Self-emp-inc, HS-grad, Married-civ-spouse, Black,Male,75,United-States,<=50K
19,Private, Some-college, Never-married, White,Female,24,United-States,<=50K
47,Private, Some-college, Separated, White,Female,35,United-States,<=50K
25,Federal-gov, Bachelors, Never-married, Black,Female,40,United-States,<=50K
59,Local-gov, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
28,Private, 10th, Never-married, White,Female,40,United-States,<=50K
17,Private, 10th, Never-married, White,Female,20,United-States,<=50K
21,Private, Some-college, Never-married, Asian-Pac-Islander,Male,50,England,<=50K
31,Private, HS-grad, Divorced, Other,Female,40,Mexico,<=50K
49,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
48,Local-gov, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
60,Self-emp-not-inc, Doctorate, Divorced, White,Male,20,United-States,<=50K
33,Self-emp-not-inc, 12th, Never-married, White,Male,40,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
42,Private, Some-college, Married-civ-spouse, White,Male,52,United-States,<=50K
34,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
38,Federal-gov, Assoc-voc, Divorced, Black,Male,52,United-States,<=50K
58,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,70,United-States,>50K
20,Private, Some-college, Never-married, White,Female,40,Others,<=50K
52,Private, Some-college, Separated, White,Female,55,United-States,<=50K
22,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
24,Private, Bachelors, Married-civ-spouse, White,Male,35,United-States,>50K
39,Private, HS-grad, Divorced, White,Female,40,Mexico,<=50K
41,Private, Masters, Married-civ-spouse, White,Male,55,United-States,>50K
37,Others, Some-college, Married-civ-spouse, White,Male,30,United-States,<=50K
56,Private, 9th, Married-civ-spouse, White,Male,40,United-States,<=50K
21,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
29,Private, HS-grad, Divorced, White,Female,25,United-States,<=50K
45,Private, Assoc-voc, Divorced, White,Male,10,United-States,<=50K
44,Local-gov, Some-college, Married-civ-spouse, White,Male,80,United-States,>50K
54,Private, Masters, Married-civ-spouse, White,Male,45,United-States,>50K
24,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
40,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,<=50K
43,State-gov, Bachelors, Never-married, White,Male,60,United-States,>50K
20,Others, Some-college, Never-married, White,Male,16,United-States,<=50K
41,Self-emp-not-inc, 11th, Divorced, White,Female,40,United-States,<=50K
32,Private, Assoc-voc, Divorced, White,Female,40,United-States,<=50K
31,Private, Bachelors, Married-civ-spouse, White,Female,25,Mexico,<=50K
26,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
50,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
62,Self-emp-inc, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,<=50K
24,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,<=50K
58,Private, Bachelors, Divorced, White,Male,65,United-States,>50K
44,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
44,Private, 12th, Divorced, White,Male,40,United-States,<=50K
37,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
65,Self-emp-not-inc, 7th-8th, Never-married, White,Male,40,United-States,<=50K
33,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
34,Others, HS-grad, Married-spouse-absent, Asian-Pac-Islander,Female,37,Taiwan,<=50K
56,Self-emp-not-inc, Masters, Married-civ-spouse, White,Male,60,United-States,>50K
35,Private, Masters, Married-civ-spouse, White,Male,48,United-States,>50K
33,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,48,United-States,<=50K
47,Self-emp-not-inc, Some-college, Married-spouse-absent, White,Female,60,United-States,<=50K
35,Self-emp-not-inc, 9th, Married-civ-spouse, Amer-Indian-Eskimo,Male,96,United-States,<=50K
56,Private, Some-college, Divorced, White,Female,40,United-States,<=50K
29,Self-emp-inc, Masters, Never-married, White,Male,40,United-States,<=50K
53,Self-emp-inc, Prof-school, Married-civ-spouse, Asian-Pac-Islander,Male,50,Thailand,>50K
42,Private, Assoc-voc, Separated, Black,Female,25,United-States,<=50K
20,Others, Some-college, Never-married, Black,Female,40,United-States,<=50K
24,Private, Bachelors, Never-married, White,Male,50,Taiwan,<=50K
33,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
42,Private, 10th, Married-civ-spouse, White,Male,45,United-States,<=50K
38,State-gov, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
32,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
20,Self-emp-not-inc, 7th-8th, Never-married, White,Male,20,United-States,<=50K
32,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
28,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
51,Private, HS-grad, Married-civ-spouse, White,Male,55,United-States,>50K
41,Local-gov, HS-grad, Never-married, White,Male,30,United-States,<=50K
37,Local-gov, Assoc-acdm, Married-spouse-absent, Black,Female,50,United-States,<=50K
23,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
47,Private, 10th, Married-civ-spouse, White,Male,40,United-States,<=50K
46,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
24,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
40,Private, HS-grad, Divorced, Black,Female,28,United-States,<=50K
30,Self-emp-not-inc, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,60,South,<=50K
41,State-gov, Prof-school, Widowed, Other,Female,52,United-States,>50K
37,State-gov, Bachelors, Married-civ-spouse, Black,Female,45,United-States,>50K
49,Federal-gov, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,40,Philippines,<=50K
41,Federal-gov, Bachelors, Married-civ-spouse, Black,Female,50,United-States,>50K
52,Local-gov, Assoc-voc, Married-civ-spouse, White,Male,35,United-States,<=50K
23,Private, Some-college, Never-married, White,Male,50,United-States,<=50K
34,Private, HS-grad, Divorced, Black,Female,40,United-States,<=50K
25,State-gov, Bachelors, Never-married, White,Female,40,United-States,>50K
44,Self-emp-inc, HS-grad, Married-civ-spouse, White,Male,45,United-States,>50K
31,Local-gov, HS-grad, Divorced, White,Male,33,United-States,<=50K
53,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
62,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
35,Private, Bachelors, Never-married, White,Male,55,United-States,<=50K
30,Federal-gov, Bachelors, Never-married, White,Male,40,United-States,<=50K
48,State-gov, HS-grad, Married-civ-spouse, White,Female,40,United-States,>50K
36,Private, Bachelors, Never-married, White,Female,40,United-States,>50K
32,Private, 11th, Divorced, White,Male,33,United-States,<=50K
22,Private, Some-college, Never-married, White,Female,28,United-States,<=50K
17,Others, 11th, Never-married, White,Male,40,United-States,<=50K
19,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
26,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
20,Others, Some-college, Never-married, White,Male,40,United-States,<=50K
56,State-gov, Some-college, Married-civ-spouse, White,Male,35,United-States,>50K
45,Private, 7th-8th, Widowed, White,Female,21,United-States,<=50K
23,Private, Some-college, Never-married, Asian-Pac-Islander,Female,40,Philippines,<=50K
31,Private, HS-grad, Separated, White,Male,40,United-States,<=50K
30,Private, 11th, Never-married, White,Female,8,United-States,<=50K
42,Private, HS-grad, Married-civ-spouse, White,Male,35,United-States,<=50K
27,State-gov, Prof-school, Married-civ-spouse, White,Male,60,United-States,<=50K
37,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
31,Private, HS-grad, Never-married, White,Male,60,United-States,<=50K
33,Private, Bachelors, Separated, White,Female,40,United-States,<=50K
64,Private, Preschool, Married-civ-spouse, Asian-Pac-Islander,Male,40,Philippines,<=50K
32,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
62,Others, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
37,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
25,Private, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
49,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
36,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
67,Private, Some-college, Married-civ-spouse, White,Male,15,United-States,<=50K
54,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
45,Local-gov, Doctorate, Never-married, White,Female,40,United-States,>50K
30,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
39,State-gov, HS-grad, Married-civ-spouse, White,Female,40,United-States,<=50K
57,Private, 10th, Divorced, Amer-Indian-Eskimo,Female,20,United-States,<=50K
57,Private, 10th, Never-married, White,Male,40,United-States,<=50K
23,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
49,Local-gov, HS-grad, Married-civ-spouse, White,Male,40,Italy,<=50K
46,State-gov, Bachelors, Married-civ-spouse, White,Male,10,United-States,>50K
41,State-gov, Bachelors, Never-married, White,Female,43,United-States,<=50K
44,Private, Assoc-voc, Married-civ-spouse, White,Male,45,United-States,<=50K
25,Private, Bachelors, Never-married, White,Female,30,United-States,<=50K
34,Local-gov, Bachelors, Married-civ-spouse, Black,Male,45,United-States,>50K
24,Private, Bachelors, Never-married, White,Male,25,United-States,<=50K
32,Private, Bachelors, Never-married, White,Female,45,United-States,<=50K
27,Local-gov, HS-grad, Married-civ-spouse, White,Male,50,United-States,>50K
67,Private, 12th, Married-civ-spouse, Black,Male,40,Cuba,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
40,Private, Some-college, Divorced, White,Male,48,United-States,<=50K
24,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
46,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
44,State-gov, HS-grad, Divorced, White,Female,38,United-States,<=50K
23,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
46,Private, Prof-school, Never-married, White,Male,90,United-States,<=50K
31,Private, Assoc-voc, Never-married, White,Male,40,United-States,<=50K
21,Local-gov, Some-college, Married-civ-spouse, Black,Male,40,United-States,<=50K
61,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
71,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,15,United-States,<=50K
42,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
27,Others, Some-college, Married-civ-spouse, Black,Male,5,United-States,<=50K
21,State-gov, Some-college, Never-married, White,Female,16,United-States,<=50K
21,Private, Preschool, Never-married, White,Male,25,Mexico,<=50K
28,Local-gov, Bachelors, Divorced, White,Female,60,United-States,<=50K
27,Local-gov, Assoc-acdm, Never-married, Black,Female,37,United-States,<=50K
32,Private, Some-college, Never-married, White,Female,25,United-States,<=50K
47,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
22,Private, Assoc-acdm, Never-married, White,Male,35,England,<=50K
56,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,<=50K
30,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
22,Private, Some-college, Never-married, White,Female,25,United-States,<=50K
28,Private, Assoc-voc, Married-civ-spouse, White,Male,45,United-States,>50K
50,Private, Masters, Married-civ-spouse, White,Male,55,United-States,>50K
66,State-gov, HS-grad, Married-civ-spouse, White,Female,10,United-States,<=50K
38,Private, Some-college, Never-married, White,Male,46,United-States,<=50K
62,Private, 12th, Married-civ-spouse, White,Male,30,United-States,<=50K
36,Federal-gov, Masters, Divorced, White,Female,40,United-States,>50K
47,Private, 10th, Married-civ-spouse, White,Male,35,United-States,<=50K
25,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
26,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
37,Private, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
70,Self-emp-not-inc, 7th-8th, Married-civ-spouse, White,Male,8,United-States,<=50K
52,Private, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
70,Private, 9th, Married-civ-spouse, White,Male,18,United-States,<=50K
19,State-gov, HS-grad, Never-married, White,Male,40,United-States,<=50K
23,Private, 11th, Never-married, White,Male,3,United-States,<=50K
37,Private, Bachelors, Married-civ-spouse, White,Female,16,Others,>50K
37,Private, 11th, Separated, Black,Female,40,United-States,<=50K
45,State-gov, Some-college, Divorced, Black,Female,40,United-States,<=50K
29,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
56,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,20,Poland,<=50K
50,Private, Masters, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Private, HS-grad, Never-married, White,Male,30,United-States,<=50K
26,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
41,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,60,United-States,>50K
21,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
48,Self-emp-not-inc, 5th-6th, Married-civ-spouse, White,Male,50,United-States,<=50K
22,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
37,State-gov, Assoc-acdm, Married-civ-spouse, White,Male,35,United-States,<=50K
47,Private, Some-college, Married-civ-spouse, Black,Male,30,United-States,>50K
61,Private, Bachelors, Divorced, White,Male,40,United-States,<=50K
47,Local-gov, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
37,Private, HS-grad, Married-civ-spouse, White,Male,25,United-States,<=50K
46,State-gov, Assoc-voc, Separated, Black,Female,40,United-States,<=50K
42,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,48,United-States,<=50K
41,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
33,Local-gov, 9th, Married-civ-spouse, White,Male,40,United-States,<=50K
24,Private, Bachelors, Never-married, White,Male,35,United-States,<=50K
27,Private, Assoc-acdm, Never-married, White,Male,40,United-States,<=50K
40,Federal-gov, Bachelors, Married-civ-spouse, White,Male,39,United-States,<=50K
56,Private, 10th, Married-civ-spouse, White,Male,40,United-States,<=50K
35,Federal-gov, Doctorate, Married-civ-spouse, White,Male,55,Canada,<=50K
24,Private, Assoc-voc, Never-married, White,Male,40,United-States,<=50K
73,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Female,1,United-States,<=50K
36,Private, Some-college, Never-married, White,Male,50,United-States,<=50K
31,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
50,Others, HS-grad, Married-civ-spouse, Black,Male,45,Haiti,<=50K
36,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
37,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,>50K
26,Private, Bachelors, Never-married, White,Female,55,United-States,<=50K
20,Private, HS-grad, Never-married, White,Male,40,Cuba,<=50K
58,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
45,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
33,Others, Bachelors, Never-married, White,Male,40,United-States,<=50K
31,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
44,Private, Prof-school, Married-civ-spouse, White,Male,60,United-States,>50K
19,Local-gov, Some-college, Never-married, White,Female,30,United-States,<=50K
54,Private, HS-grad, Married-civ-spouse, Black,Male,50,Puerto-Rico,>50K
31,State-gov, Masters, Married-civ-spouse, White,Male,40,United-States,<=50K
27,Private, HS-grad, Married-civ-spouse, White,Male,35,United-States,<=50K
36,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
47,Federal-gov, Some-college, Divorced, White,Male,40,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,45,United-States,<=50K
42,Private, 1st-4th, Married-civ-spouse, White,Male,55,Portugal,>50K
45,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
70,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
27,Local-gov, 12th, Never-married, Black,Female,44,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,>50K
23,Private, HS-grad, Married-spouse-absent, White,Male,40,United-States,<=50K
25,Private, Bachelors, Never-married, White,Male,50,United-States,<=50K
45,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,45,United-States,>50K
24,Private, HS-grad, Never-married, White,Male,30,United-States,<=50K
90,Private, Assoc-acdm, Married-civ-spouse, White,Male,50,United-States,>50K
50,Private, HS-grad, Married-civ-spouse, White,Male,44,United-States,>50K
37,Private, HS-grad, Married-civ-spouse, White,Male,99,United-States,>50K
31,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
17,Private, 11th, Never-married, White,Male,40,United-States,<=50K
26,Private, Some-college, Never-married, Black,Male,38,United-States,<=50K
41,Private, Doctorate, Married-civ-spouse, White,Male,60,United-States,<=50K
50,Self-emp-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,>50K
45,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,80,United-States,<=50K
54,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,55,United-States,>50K
54,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
38,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
22,Private, HS-grad, Married-civ-spouse, White,Female,38,United-States,<=50K
43,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
19,Others, HS-grad, Never-married, White,Female,30,United-States,<=50K
30,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
31,Others, 9th, Divorced, White,Female,40,United-States,<=50K
42,Private, HS-grad, Separated, White,Male,40,United-States,<=50K
48,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
56,Private, Some-college, Married-civ-spouse, Black,Male,35,United-States,>50K
21,Local-gov, Some-college, Never-married, White,Male,36,United-States,<=50K
45,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
37,Private, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
38,Local-gov, Bachelors, Married-civ-spouse, White,Male,30,United-States,<=50K
34,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
29,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
24,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
79,Others, Masters, Never-married, White,Female,23,United-States,<=50K
35,Private, Assoc-acdm, Never-married, White,Male,55,United-States,<=50K
39,Self-emp-not-inc, 10th, Married-civ-spouse, White,Male,70,United-States,<=50K
73,Self-emp-not-inc, 7th-8th, Married-civ-spouse, White,Male,12,United-States,<=50K
57,Private, Assoc-voc, Never-married, White,Female,40,United-States,<=50K
35,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,50,United-States,<=50K
60,Private, HS-grad, Married-civ-spouse, White,Male,32,United-States,<=50K
19,Others, Some-college, Never-married, Black,Female,40,United-States,<=50K
54,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
53,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
23,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
57,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,48,United-States,>50K
27,Self-emp-not-inc, 10th, Never-married, White,Female,48,United-States,<=50K
25,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
38,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,<=50K
48,Private, Some-college, Married-civ-spouse, Black,Male,60,United-States,>50K
24,Private, HS-grad, Never-married, White,Female,45,United-States,<=50K
67,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Private, HS-grad, Never-married, Black,Male,35,United-States,<=50K
38,Private, Doctorate, Married-civ-spouse, Asian-Pac-Islander,Male,40,China,>50K
54,Private, 7th-8th, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Self-emp-not-inc, Some-college, Never-married, White,Male,40,United-States,<=50K
57,Private, 10th, Separated, White,Male,55,United-States,<=50K
34,Federal-gov, Bachelors, Never-married, White,Male,44,United-States,<=50K
34,Private, HS-grad, Separated, White,Male,49,United-States,<=50K
80,Private, HS-grad, Married-spouse-absent, White,Female,16,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,<=50K
19,Local-gov, 11th, Never-married, White,Male,35,United-States,<=50K
35,Private, Some-college, Married-civ-spouse, White,Male,56,United-States,<=50K
21,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
59,Local-gov, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
53,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
41,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Female,40,United-States,>50K
59,Private, HS-grad, Married-civ-spouse, White,Male,55,United-States,<=50K
21,Others, Some-college, Never-married, White,Female,35,United-States,<=50K
52,Private, 1st-4th, Divorced, Black,Male,40,United-States,<=50K
48,Private, 5th-6th, Married-civ-spouse, White,Male,40,Mexico,<=50K
24,Private, 12th, Never-married, Black,Male,40,United-States,<=50K
49,Private, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
19,Private, HS-grad, Never-married, White,Male,50,United-States,<=50K
50,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
39,Private, Assoc-acdm, Married-civ-spouse, White,Male,60,United-States,>50K
25,Private, HS-grad, Married-civ-spouse, Black,Female,40,United-States,<=50K
66,Private, 7th-8th, Divorced, Asian-Pac-Islander,Female,40,Philippines,<=50K
30,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
49,Private, Masters, Married-civ-spouse, White,Male,80,United-States,>50K
40,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,45,United-States,<=50K
38,Private, 10th, Married-civ-spouse, White,Male,40,United-States,<=50K
25,Private, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
51,State-gov, HS-grad, Divorced, White,Male,37,United-States,>50K
23,Local-gov, Bachelors, Never-married, White,Female,40,Germany,<=50K
60,Self-emp-not-inc, 9th, Married-civ-spouse, White,Male,67,United-States,>50K
44,Private, HS-grad, Divorced, White,Male,60,United-States,>50K
53,Self-emp-not-inc, Prof-school, Divorced, White,Male,60,United-States,>50K
66,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,20,United-States,>50K
18,Others, HS-grad, Never-married, White,Female,45,United-States,<=50K
44,Local-gov, Assoc-voc, Divorced, Amer-Indian-Eskimo,Male,40,United-States,<=50K
38,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,>50K
30,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
36,Private, HS-grad, Never-married, White,Male,42,United-States,<=50K
38,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
31,Federal-gov, Bachelors, Never-married, White,Female,45,United-States,<=50K
26,Private, 11th, Never-married, White,Female,35,United-States,<=50K
23,Private, Some-college, Never-married, White,Male,25,United-States,<=50K
58,State-gov, Bachelors, Married-civ-spouse, White,Female,40,United-States,<=50K
44,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
59,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
36,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
42,Private, Some-college, Divorced, White,Female,52,United-States,>50K
17,Private, 11th, Never-married, White,Female,20,United-States,<=50K
59,Local-gov, 10th, Widowed, White,Female,15,United-States,<=50K
22,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
40,Private, Bachelors, Married-civ-spouse, White,Male,45,United-States,<=50K
36,Private, Bachelors, Never-married, Black,Male,40,United-States,<=50K
19,Others, HS-grad, Never-married, White,Female,15,United-States,<=50K
49,Private, HS-grad, Married-civ-spouse, White,Female,25,United-States,>50K
18,Others, Some-college, Never-married, White,Male,40,Puerto-Rico,<=50K
