age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
49,Private,159816,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,>50K
54,Private,144586,Some-college,10,Married-civ-spouse,Sales-Bussiness,Wife,White,Female,40,United-States,>50K
43,Local-gov,117022,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,40,United-States,<=50K
44,Private,296728,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
27,Private,169662,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K
50,Private,113176,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
25,Private,199947,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
20,Private,103277,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K
62,Self-emp-not-inc,122246,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K
27,Private,169631,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K
45,Private,145636,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,>50K
47,Private,233511,Masters,14,Divorced,Sales-Bussiness,Not-in-family,White,Male,60,United-States,>50K
28,Private,190836,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
47,Private,266860,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,65,United-States,>50K
28,Private,105817,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
75,Private,191446,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,Black,Female,16,United-States,<=50K
40,Self-emp-inc,110862,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
56,Self-emp-inc,216636,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
39,Private,249720,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,60,United-States,<=50K
28,Self-emp-not-inc,191027,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
22,Local-gov,164775,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Guatemala,>50K
41,Private,252058,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
43,Private,105188,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,40,Haiti,<=50K
34,Private,224358,10th,6,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
39,Local-gov,116666,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,48,United-States,<=50K
22,Private,260594,11th,7,Never-married,Sales-Bussiness,Unmarried,White,Female,25,United-States,<=50K
59,Private,102193,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
28,Self-emp-not-inc,38079,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K
26,Self-emp-not-inc,281678,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K
31,Private,217803,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,32,United-States,<=50K
34,Private,125279,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
66,Private,142723,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,40,Puerto-Rico,<=50K
18,Private,41794,11th,7,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
51,Private,355551,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,45,Mexico,<=50K
62,Local-gov,113443,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,33,United-States,>50K
28,Private,108574,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15,United-States,<=50K
29,Private,185019,12th,8,Never-married,Other-service,Not-in-family,Other,Male,40,United-States,<=50K
36,Private,134367,HS-grad,9,Divorced,Other-service,Own-child,White,Female,30,United-States,<=50K
72,Self-emp-not-inc,473748,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,30,United-States,<=50K
19,Private,140985,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,25,United-States,<=50K
59,Federal-gov,31840,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
36,Local-gov,197495,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
30,Private,302149,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,Asian-Pac-Islander,Male,40,India,<=50K
53,Private,158746,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
22,Private,52262,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
17,Private,250541,10th,6,Never-married,Other-service,Own-child,Black,Male,20,United-States,<=50K
30,Private,158420,Bachelors,13,Never-married,MachineInsp-Op,Not-in-family,White,Male,25,United-States,<=50K
46,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
48,Local-gov,127921,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
53,Local-gov,110510,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K
18,Private,130849,11th,7,Never-married,Other-service,Own-child,White,Female,8,United-States,<=50K
48,Private,107373,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
37,Private,224566,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
32,Local-gov,168387,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
28,Private,195000,Bachelors,13,Never-married,Sales-Bussiness,Other-relative,White,Female,45,United-States,<=50K
24,Private,141003,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,25,United-States,<=50K
24,Private,388885,HS-grad,9,Never-married,MachineInsp-Op,Not-in-family,White,Male,48,United-States,<=50K
27,Private,154210,11th,7,Married-spouse-absent,Sales-Bussiness,Own-child,Asian-Pac-Islander,Male,35,India,<=50K
31,Private,181091,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,>50K
46,Private,164682,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
54,Private,118793,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K
49,Local-gov,145290,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
52,Private,126978,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Wife,Asian-Pac-Islander,Female,40,China,<=50K
31,Self-emp-not-inc,36592,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,91,United-States,<=50K
47,Private,155659,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
45,Local-gov,234195,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
20,Private,132053,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,2,United-States,<=50K
43,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
30,Self-emp-not-inc,223212,Bachelors,13,Never-married,Sales-Bussiness,Unmarried,White,Male,40,United-States,<=50K
50,Self-emp-not-inc,64667,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,60,Vietnam,<=50K
25,Private,255647,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,25,Mexico,<=50K
27,Private,171655,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,42,United-States,<=50K
43,Private,326379,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
42,Local-gov,174575,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
61,Self-emp-not-inc,133969,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,Asian-Pac-Islander,Male,63,South,<=50K
42,Private,169995,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,48,United-States,<=50K
48,Private,107682,HS-grad,9,Widowed,MachineInsp-Op,Not-in-family,White,Female,10,United-States,<=50K
43,Private,183273,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,>50K
24,Local-gov,187397,Some-college,10,Never-married,Protective-serv,Unmarried,Other,Male,40,United-States,<=50K
27,Private,31757,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,38,United-States,<=50K
31,Private,185732,HS-grad,9,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
38,Private,160035,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
74,Self-emp-not-inc,146929,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,55,United-States,<=50K
38,Self-emp-not-inc,133299,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,Private,115214,HS-grad,9,Never-married,MachineInsp-Op,Unmarried,White,Male,65,United-States,<=50K
45,Private,178319,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,>50K
43,Local-gov,114859,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,17,United-States,<=50K
65,Private,172815,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
49,Private,123681,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,>50K
19,Private,203319,11th,7,Never-married,Sales-Bussiness,Own-child,White,Male,30,United-States,<=50K
37,Private,170563,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K
40,Private,181015,HS-grad,9,Separated,Other-service,Unmarried,White,Female,47,United-States,<=50K
36,Private,169926,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,40,United-States,<=50K
65,Private,176796,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
49,Private,154451,11th,7,Divorced,MachineInsp-Op,Unmarried,Black,Female,35,United-States,<=50K
42,Private,134509,Some-college,10,Never-married,Transport-moving,Unmarried,Black,Female,40,United-States,<=50K
41,Private,168293,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
44,Private,228124,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
22,Private,136873,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
46,Local-gov,187749,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
20,Private,219262,Some-college,10,Never-married,Sales-Bussiness,Own-child,White,Male,40,United-States,<=50K
38,State-gov,462832,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,Trinadad&Tobago,<=50K
51,Private,254230,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
27,Private,284741,Some-college,10,Never-married,Sales-Bussiness,Not-in-family,White,Female,30,United-States,<=50K
25,Private,80312,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
44,Self-emp-inc,64632,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
67,Self-emp-inc,116986,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,<=50K
20,Private,184045,Some-college,10,Never-married,Sales-Bussiness,Unmarried,Black,Female,30,United-States,<=50K
26,Private,37379,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
33,Private,221324,Assoc-voc,11,Never-married,MachineInsp-Op,Unmarried,Black,Female,40,United-States,<=50K
39,Private,175232,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
62,Private,169204,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
34,Private,54850,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
22,Private,230574,10th,6,Never-married,Transport-moving,Own-child,White,Male,25,United-States,<=50K
31,Private,187560,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21,Private,249957,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
32,Private,173998,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K
36,Self-emp-inc,164866,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
24,Private,247564,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
47,Private,192984,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
50,Private,168539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
56,Private,182460,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
41,Local-gov,183009,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,>50K
49,Private,239865,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
57,Private,124507,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,55,United-States,>50K
18,Private,188076,11th,7,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
59,Local-gov,223215,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,<=50K
28,Private,192384,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
37,Private,191754,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K
22,Private,195532,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
28,State-gov,119793,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
24,Private,258700,5th-6th,3,Never-married,Farming-fishing,Other-relative,Black,Male,40,Mexico,<=50K
27,Private,193122,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
40,Self-emp-not-inc,243636,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,50,United-States,>50K
54,Private,234938,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,55,United-States,<=50K
22,Private,222993,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,54,United-States,<=50K
48,Federal-gov,205707,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
22,Private,223515,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,20,United-States,<=50K
60,Self-emp-not-inc,127805,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
36,Private,245090,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,El-Salvador,<=50K
37,Private,187346,5th-6th,3,Never-married,Adm-clerical,Other-relative,White,Female,40,Mexico,<=50K
34,Private,301591,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,35,United-States,<=50K
35,Private,299353,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
33,Private,354573,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K
22,Private,409230,12th,8,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,<=50K
49,Self-emp-inc,191681,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
39,Private,209397,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
51,Private,293196,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Iran,>50K
30,Private,65920,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K
38,Private,223004,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
19,State-gov,144429,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,10,United-States,<=50K
27,Private,255582,HS-grad,9,Never-married,MachineInsp-Op,Not-in-family,White,Female,40,United-States,<=50K
62,Private,103344,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
48,Private,48885,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K
28,Private,190350,9th,5,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,United-States,<=50K
29,Private,273051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,Yugoslavia,>50K
25,Private,212522,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
43,State-gov,241506,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,36,United-States,<=50K
48,Private,143281,HS-grad,9,Widowed,MachineInsp-Op,Not-in-family,White,Female,48,United-States,<=50K
28,Private,100219,HS-grad,9,Never-married,MachineInsp-Op,Own-child,White,Male,45,United-States,<=50K
47,Private,168283,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
50,State-gov,242517,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
59,Local-gov,93211,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,22,United-States,>50K
36,Private,58602,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K
22,Private,51111,Some-college,10,Never-married,Sales-Bussiness,Not-in-family,White,Female,40,United-States,<=50K
38,Private,121602,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
49,Private,123207,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,44,United-States,<=50K
18,Private,35065,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,35,United-States,<=50K
19,Private,124265,HS-grad,9,Never-married,Sales-Bussiness,Own-child,White,Male,50,United-States,<=50K
37,Local-gov,118909,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K
50,Private,137815,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
51,Private,311350,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
42,Private,251229,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,State-gov,216035,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
53,Local-gov,283602,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
44,Federal-gov,344060,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
34,Local-gov,194325,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
37,State-gov,74163,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
44,Private,76196,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
63,Self-emp-not-inc,28612,HS-grad,9,Widowed,Sales-Bussiness,Not-in-family,White,Male,70,United-States,<=50K
41,Private,223062,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
19,Private,165310,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Other-relative,White,Male,20,United-States,<=50K
23,Private,353010,11th,7,Never-married,Craft-repair,Unmarried,White,Male,35,United-States,<=50K
32,Private,157289,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K
63,Private,226422,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
35,Private,27408,Some-college,10,Never-married,Sales-Bussiness,Not-in-family,White,Male,40,United-States,<=50K
43,Private,198330,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,37,United-States,<=50K
21,Private,214387,Some-college,10,Never-married,Sales-Bussiness,Other-relative,White,Male,64,United-States,<=50K
43,Local-gov,94937,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,28,United-States,<=50K
24,Private,59146,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
51,Private,163921,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,56,United-States,>50K
31,Private,73514,HS-grad,9,Never-married,Sales-Bussiness,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K
34,Private,50276,Bachelors,13,Never-married,Sales-Bussiness,Not-in-family,White,Male,40,United-States,>50K
40,State-gov,34218,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
53,Local-gov,124094,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K
41,Self-emp-not-inc,443508,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
44,Private,173888,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,>50K
53,Private,71772,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
25,Private,75759,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,>50K
25,Private,193787,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K
28,Private,179949,HS-grad,9,Divorced,Transport-moving,Unmarried,Black,Female,20,United-States,<=50K
34,Federal-gov,149368,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
62,Self-emp-not-inc,75478,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
61,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
37,Private,109633,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,>50K
58,Private,272902,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
28,Private,383322,Assoc-voc,11,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,>50K
23,Private,197200,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,60,United-States,<=50K
61,Private,101265,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States,<=50K
54,Private,256908,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,25,United-States,>50K
42,Private,159449,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
47,Self-emp-not-inc,192755,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Wife,White,Female,20,United-States,>50K
66,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
52,Self-emp-not-inc,63004,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K
20,Private,385077,12th,8,Never-married,MachineInsp-Op,Own-child,White,Male,40,United-States,<=50K
32,State-gov,167049,12th,8,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
38,Private,368140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
27,Private,115945,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
24,Private,47791,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,32,United-States,<=50K
45,Private,38240,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
30,Private,430283,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
22,Private,227626,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
45,Self-emp-inc,191776,Masters,14,Divorced,Sales-Bussiness,Unmarried,White,Female,42,United-States,>50K
41,Private,170331,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
34,Private,208043,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
33,Private,33117,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
61,Private,227468,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
38,Private,278924,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,<=50K
35,Private,255702,HS-grad,9,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K
26,Private,71009,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K
29,Private,214925,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,60,United-States,<=50K
34,Private,36069,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,<=50K
17,Private,244602,12th,8,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K
24,State-gov,247075,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,20,United-States,<=50K
44,Private,193755,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
46,Self-emp-not-inc,254291,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,60,United-States,>50K
27,Private,129629,Assoc-voc,11,Never-married,Tech-support,Other-relative,White,Female,36,United-States,<=50K
47,Private,80924,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
47,Self-emp-not-inc,121124,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,>50K
37,Private,98776,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,United-States,<=50K
41,Local-gov,103759,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
41,Private,82049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
44,Local-gov,254146,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
70,Self-emp-inc,243436,9th,5,Divorced,Sales-Bussiness,Not-in-family,White,Male,45,United-States,<=50K
23,Private,195532,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
60,Local-gov,255711,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,60,United-States,>50K
20,Private,482732,10th,6,Never-married,MachineInsp-Op,Not-in-family,White,Male,40,United-States,<=50K
44,Private,456236,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
60,Local-gov,138502,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,>50K
36,Private,126954,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
65,Local-gov,146454,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,Greece,<=50K
27,Private,420351,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
21,Private,363192,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
57,Private,124852,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
58,Self-emp-not-inc,33309,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,80,United-States,<=50K
32,Private,115989,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,60,United-States,<=50K
18,Private,334676,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
46,Private,110171,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
74,Self-emp-not-inc,43599,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,20,United-States,<=50K
